unit_id,base_query_id,base_query,snapshot_round,gold,gold_source,gold_year,volatility,freshness_classes,question_type,mode,n_pages_kept,evidence_chars,old_evidence_chars,old_pages_kept,old_status,request_ids,status_llama8b,status_qwen7b,status_mistral7b,status_pair,status_majority,majority_source
q_ba85b69b@rerun_24h,q_ba85b69b,Who is the current kit manufacturer of Al-Arabi SC (Qatar)?,rerun_24h,puma,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,632,632,1,INDETERMINATE_AT_T,q_ba85b69b,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_bac0fe01@rerun_24h,q_bac0fe01,Which team is the current champion of the All-Ireland Junior Ladies' Football Championship?,rerun_24h,down,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,2985,2000,1,INDETERMINATE_AT_T,p_q_bac0fe01_3,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_bad81eda@rerun_24h,q_bad81eda,"'Blurred Lines' was the biggest selling single record of 2013, who recorded it?",rerun_24h,robin thicke,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,2,677,612,1,JUDGE_DISAGREEMENT,p_q_bad81eda_3,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_badb7460@rerun_24h,q_badb7460,What is the title of the Spanish film submitted for the Academy Award for Best International Feature Film?,rerun_24h,society of the snow,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,1744,1744,1,SUPERSEDED_AT_T,p_q_badb7460_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_baf11e36@rerun_24h,q_baf11e36,Which party does the current second deputy speaker of the Parliament of Finland represent?,rerun_24h,finns party,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,2199,2000,1,JUDGE_DISAGREEMENT,p_q_baf11e36_1|p_q_baf11e36_2,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_bb9e40d6@rerun_24h,q_bb9e40d6,Which team is the current champion of the Aruban Division di Honor?,rerun_24h,rca,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2236,1999,1,JUDGE_DISAGREEMENT,p_q_bb9e40d6_0,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_bbdfff0f@rerun_24h,q_bbdfff0f,What was the first operational image taken by the James Webb Space Telescope?,rerun_24h,webb's first deep field,freshqa,2022,SINGLE_YEAR,TIMELESS,HISTORICAL,AS_STATED,3,376,285,1,JUDGE_DISAGREEMENT,p_q_bbdfff0f_2,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_bc586d32@rerun_24h,q_bc586d32,How many rings are on the Audi car logo?,rerun_24h,four,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,1486,1486,2,VALID_AT_T,p_q_bc586d32_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_bc9026c6@rerun_24h,q_bc9026c6,Who is the recipient of the WTA Most Improved Player award?,rerun_24h,zheng qinwen,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,625,625,1,SUPERSEDED_AT_T,p_q_bc9026c6_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_bcbdf06e@rerun_24h,q_bcbdf06e,"On which English motorway can you find services called Baldock, Wetherby and Washington?",rerun_24h,m1,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,3642,2000,1,JUDGE_DISAGREEMENT,p_q_bcbdf06e_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_bd3621d0@rerun_24h,q_bd3621d0,In which year was the Aberfan Disaster?,rerun_24h,1966,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,2895,1999,1,VALID_AT_T,p_q_bd3621d0_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_bd3daa9d@rerun_24h,q_bd3daa9d,Which organization's Mars probe is currently en route to its destination?,rerun_24h,nasa,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,5515,2516,2,JUDGE_DISAGREEMENT,p_q_bd3daa9d_0,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_bd8d50a7@rerun_24h,q_bd8d50a7,Which athlete holds the third position in the most recent women's snowboard cross FIS Snowboard World Cup standings?,rerun_24h,josie baff,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,4950,2000,1,JUDGE_DISAGREEMENT,p_q_bd8d50a7_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_bd9e6870@rerun_24h,q_bd9e6870,"Which architect, President of the Royal Academy from 2004 to 2011, is responsible for the National Space Centre in Leicester and the Eden Project in Cornwall?",rerun_24h,sir nicholas grimshaw,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,2,5923,2802,2,SUPERSEDED_AT_T,p_q_bd9e6870_0,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_be7863cd@rerun_24h,q_be7863cd,What is the title of a current American animated television series available on Netflix?,rerun_24h,nature cat,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,7607,2802,2,SUPERSEDED_AT_T,p_q_be7863cd_3,VALID_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_bf2150c7@rerun_24h,q_bf2150c7,"Wroxeter, the site of the Roman city of Viroconium Cornoviorum, is in which English county?",rerun_24h,shropshire,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,624,624,1,INDETERMINATE_AT_T,p_q_bf2150c7_3,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_bff7ff01@rerun_24h,q_bff7ff01,In which country would you find budgerigars in their natural habitat?,rerun_24h,australia,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,1636,1636,1,VALID_AT_T,p_q_bff7ff01_1,SUPERSEDED_AT_T,VALID_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_c06a0019@rerun_24h,q_c06a0019,What is the full name of the person currently serving as the Member of the Legislative Assembly for Peace River?,rerun_24h,dan williams,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,5011,2000,1,JUDGE_DISAGREEMENT,p_q_c06a0019_3,INDETERMINATE_AT_T,SUPERSEDED_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_c06f1aba@rerun_24h,q_c06f1aba,Who is the current sideline reporter for the Cleveland Browns radio broadcast?,rerun_24h,je'rod cherry,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,987,987,1,SUPERSEDED_AT_T,p_q_c06f1aba_3,SUPERSEDED_AT_T,INDETERMINATE_AT_T,SUPERSEDED_AT_T,JUDGE_DISAGREEMENT,SUPERSEDED_AT_T,third_judge_majority
q_c0c0cc7f@rerun_24h,q_c0c0cc7f,What television series is Kevin Eldon a part of?,rerun_24h,danger mouse,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,2797,2000,1,JUDGE_DISAGREEMENT,p_q_c0c0cc7f_0,VALID_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_c1695ecb@rerun_24h,q_c1695ecb,Who were the Celtic-speaking peoples living in France and Belgium during Roman times?,rerun_24h,gauls,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,631,631,1,INDETERMINATE_AT_T,p_q_c1695ecb_0,INDETERMINATE_AT_T,VALID_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c1c6c0b6@rerun_1h,q_c1c6c0b6,Who was the trainer of the winning horse in the most recent Tenno Sho Autumn?,rerun_1h,tetsuya kimura,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,5039,1999,1,INDETERMINATE_AT_T,q_c1c6c0b6,SUPERSEDED_AT_T,INDETERMINATE_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_c241368e@rerun_1h,q_c241368e,Who is the most recent winner of the New York City Marathon in the Women's open division?,rerun_1h,hellen obiri,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,5000,2000,1,JUDGE_DISAGREEMENT,q_c241368e,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c26c7630@rerun_24h,q_c26c7630,Who trained the most recent winner of the Prix Robert Papin?,rerun_24h,christopher head,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,691,624,1,JUDGE_DISAGREEMENT,p_q_c26c7630_2,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_c26ddee2@rerun_24h,q_c26ddee2,What position does the most recent Michigan Wolverines baseball MLB player play?,rerun_24h,second baseman,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,257,257,1,INDETERMINATE_AT_T,p_q_c26ddee2_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_c2bcbdff@rerun_24h,q_c2bcbdff,Who won the most recent IndyCar race at Texas Motor Speedway?,rerun_24h,josef newgarden,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,3843,2000,1,JUDGE_DISAGREEMENT,p_q_c2bcbdff_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c3300be7@rerun_24h,q_c3300be7,Who was appointed captain of Great Britain's Davis Cup team in 2006?,rerun_24h,john lloyd,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,3759,2000,1,SUPERSEDED_AT_T,p_q_c3300be7_3,CONTRADICTED_AS_STATED,CONTRADICTED_AS_STATED,,CONTRADICTED_AS_STATED,CONTRADICTED_AS_STATED,pair_agreement
q_c354442b@rerun_24h,q_c354442b,Who currently holds the position of Minister of Foreign Affairs in Madagascar?,rerun_24h,léon rakotonirina acting minister,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,2688,2000,1,SUPERSEDED_AT_T,p_q_c354442b_1|p_q_c354442b_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c4cf23ca@rerun_24h,q_c4cf23ca,What is the most populous city in Chile?,rerun_24h,santiago,freshqa,before 2022,SINGLE_YEAR,TIMELESS,RECURRING_UNMARKED,CURRENT,1,3098,2000,1,JUDGE_DISAGREEMENT,q_c4cf23ca,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c51c0b2b@rerun_24h,q_c51c0b2b,Who is the United States Representative for Arkansas's 4th congressional district?,rerun_24h,bruce westerman,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,1,3149,1999,1,JUDGE_DISAGREEMENT,p_q_c51c0b2b_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_c51c7290@rerun_24h,q_c51c7290,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,rerun_24h,"oct 10, 2023",freshqa,2023,SINGLE_YEAR,FAST,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_c51c7290_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c52c10db@rerun_24h,q_c52c10db,Which jockey rode the winning horse in the most recent Tenno Sho Spring?,rerun_24h,christophe lemaire,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,717,678,1,INDETERMINATE_AT_T,p_q_c52c10db_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_c5946497@rerun_24h,q_c5946497,"Who are the engineers that received the most recent Grammy Award for Best Engineered Album, Classical?",rerun_24h,"shawn murphy, charlie post & gary rydstrom ; michael rowanowski",temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,5000,2000,1,SUPERSEDED_AT_T,p_q_c5946497_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c6088f4c@rerun_24h,q_c6088f4c,Which football club won the Kategoria e Parë championship title?,rerun_24h,skënderbeu,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,1580,1580,1,JUDGE_DISAGREEMENT,p_q_c6088f4c_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c60b122d@rerun_24h,q_c60b122d,From which hometown is the current Miss Illinois Teen USA?,rerun_24h,chicago,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,2,1139,1128,1,INDETERMINATE_AT_T,p_q_c60b122d_1,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_c64ac1d8@rerun_24h,q_c64ac1d8,What is the name of the top year-end best selling Tropical Album?,rerun_24h,todavia me amas: lo mejor de aventura,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,2,886,876,1,JUDGE_DISAGREEMENT,p_q_c64ac1d8_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c66aa371@rerun_24h,q_c66aa371,Which car received a special award for the most advanced technology in Japan?,rerun_24h,bmw ix nissan x-trail honda civic e:hev/type r nissan sakura/mitsubishi ek x ev,temporal_align_qa,2023,VOLATILE,MEDIUM,RECURRING_UNMARKED,CURRENT,1,1104,1104,1,SUPERSEDED_AT_T,p_q_c66aa371_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c685de49@rerun_24h,q_c685de49,Which company is currently sponsoring AC Milan's shirts?,rerun_24h,the emirates group,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,3245,2619,2,SUPERSEDED_AT_T,p_q_c685de49_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c6b40080@rerun_24h,q_c6b40080,Which bird of the pigeon family was found in huge numbers in North America until the 19th century but then went into decline due to hunting and became extinct in 1914?,rerun_24h,passenger pigeon,triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,4999,2000,1,VALID_AT_T,q_c6b40080|p_q_c6b40080_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_c76a7d5e@rerun_24h,q_c76a7d5e,Which horse won the Royal Hunt Cup most recently?,rerun_24h,jimi hendrix,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,597,597,1,JUDGE_DISAGREEMENT,p_q_c76a7d5e_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c7b2bccd@rerun_24h,q_c7b2bccd,Who was the personal architect of Hitler and Minister of Armaments and War Production in Nazi Germany during the Second World War?,rerun_24h,albert speer,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,5000,2000,1,VALID_AT_T,p_q_c7b2bccd_3,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_c7e889d2@rerun_24h,q_c7e889d2,"Which artist or group performed the Grammy Award-winning Best Arrangement, Instrumental or A Cappella?",rerun_24h,"magnus lindgren, john beasley & the swr big band ft. martin auer",temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,1,657,657,1,SUPERSEDED_AT_T,p_q_c7e889d2_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c83007d1@rerun_24h,q_c83007d1,Which 13th century English philosopher and scientist was known as 'Doctor Mirabilis'?,rerun_24h,roger bacon,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,1872,1872,1,VALID_AT_T,p_q_c83007d1_2,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_c8436957@rerun_24h,q_c8436957,In which ACB season did the most recent winner of the Most Valuable Player award play?,rerun_24h,2022–23,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,5000,1999,1,SUPERSEDED_AT_T,p_q_c8436957_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c8d65331@rerun_24h,q_c8d65331,From which hometown is the current Miss Kentucky USA?,rerun_24h,lexington,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,4999,2000,1,JUDGE_DISAGREEMENT,q_c8d65331,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c914875b@rerun_24h,q_c914875b,Which club finished third in the most recent season of the Belarusian Premier League?,rerun_24h,torpedo-belaz zhodino,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,2106,2000,1,INDETERMINATE_AT_T,p_q_c914875b_3,SUPERSEDED_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_c96939e7@rerun_24h,q_c96939e7,"In the 'Harry Potter' books, 'Hogwarts school' has four houses, 'Gryffindor', 'Slytherin' and 'Ravenclaw' are three, what is the fourth?",rerun_24h,'hufflepuff',triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,4746,2000,1,VALID_AT_T,p_q_c96939e7_1,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_c973e5b1@rerun_24h,q_c973e5b1,Who is the recipient of the most recent FWA Tribute Award?,rerun_24h,yaya touré,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,858,858,1,SUPERSEDED_AT_T,p_q_c973e5b1_0,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_c988b01c@rerun_24h,q_c988b01c,Which country hosted the latest World Junior Speed Skating Championships?,rerun_24h,germany,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,2,1014,1014,2,JUDGE_DISAGREEMENT,p_q_c988b01c_2,INDETERMINATE_AT_T,SUPERSEDED_AT_T,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,INDETERMINATE_AT_T,third_judge_majority
q_c9965b56@rerun_24h,q_c9965b56,"During the 1900s, Olivetti, Olympia, Underwood, Smith Corona, and Remington were famous makers of?",rerun_24h,typewriters,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,5000,2000,1,JUDGE_DISAGREEMENT,p_q_c9965b56_2|p_q_c9965b56_3,VALID_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_c997700b@rerun_24h,q_c997700b,Who is the president of the White House Correspondents' Association?,rerun_24h,kelly o'donnell,temporal_align_qa,2023,VOLATILE,FAST,RECURRING_UNMARKED,CURRENT,2,2382,2382,2,JUDGE_DISAGREEMENT,q_c997700b,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_caa2a1ae@rerun_24h,q_caa2a1ae,"Hatha, Jnana, Bhakti and Karma are all branches of which activity?",rerun_24h,yoga,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,2,5034,2000,1,VALID_AT_T,q_caa2a1ae,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_cad562c6@run_00,q_cad562c6,Which network broadcasts the NBA Finals?,run_00,espn deportes,temporal_align_qa,2023,VOLATILE,SLOW,RECURRING_UNMARKED,CURRENT,2,5754,2754,2,JUDGE_DISAGREEMENT,q_cad562c6,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_caf45aad@rerun_24h,q_caf45aad,How many Imperial gallons of beer are in a firkin?,rerun_24h,nine,triviaqa,,NOT_TIME_KEYED,TIMELESS,RECURRING_UNMARKED,CURRENT,1,812,812,1,VALID_AT_T,p_q_caf45aad_2,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_cb349d3b@rerun_24h,q_cb349d3b,In how many episodes does Chris Bauer appear in his most recent television role?,rerun_24h,main role,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,4477,1999,1,JUDGE_DISAGREEMENT,q_cb349d3b,VALID_AT_T,INDETERMINATE_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_cb9cc202@rerun_24h,q_cb9cc202,In what year was Alaska sold to the US?,rerun_24h,1867,triviaqa,,NOT_TIME_KEYED,TIMELESS,HISTORICAL,AS_STATED,1,2345,2000,1,VALID_AT_T,p_q_cb9cc202_0,VALID_AT_T,VALID_AT_T,,VALID_AT_T,VALID_AT_T,pair_agreement
q_cc0d02ca@rerun_24h,q_cc0d02ca,What is the current state of the heaviest Earth observing satellite and Kessler syndrome threat?,rerun_24h,in service,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,2,5070,1999,1,SUPERSEDED_AT_T,p_q_cc0d02ca_1,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_cc86e7a2@rerun_1h,q_cc86e7a2,"Who directed the latest theater production of ""Piège pour un homme seul""?",rerun_1h,michel fau,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,498,498,1,SUPERSEDED_AT_T,q_cc86e7a2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_ccd63b11@rerun_24h,q_ccd63b11,Who is the recent winner of the Miles Franklin Award?,rerun_24h,shankari chandran,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,3501,1999,1,JUDGE_DISAGREEMENT,p_q_ccd63b11_3,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_cd2a5fda@rerun_24h,q_cd2a5fda,How many years did it take for the population of the world to reach 8 billion from 7 billion?,rerun_24h,11 years,freshqa,2022,SINGLE_YEAR,TIMELESS,HISTORICAL,AS_STATED,2,4714,2000,1,JUDGE_DISAGREEMENT,p_q_cd2a5fda_2,VALID_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_cd6b4ea7@rerun_24h,q_cd6b4ea7,"""In 1985 the Greenpeace protest ship """"Rainbow Warrior"""" was bombed and sunk by French agents in which harbour?""",rerun_24h,"auckland, new zealand",triviaqa,,NOT_TIME_KEYED,TIMELESS,DATED,AS_STATED,1,5000,2000,1,INDETERMINATE_AT_T,p_q_cd6b4ea7_1,VALID_AT_T,CONTRADICTED_AS_STATED,INDETERMINATE_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_ce3247b9@rerun_24h,q_ce3247b9,What is the name of the most recent horse to win the Gran Premio Carlos Pellegrini?,rerun_24h,argentina el encinal,temporal_align_qa,2023,VOLATILE,FAST,CURRENT_SEEKING,CURRENT,1,678,678,1,INDETERMINATE_AT_T,p_q_ce3247b9_3,INDETERMINATE_AT_T,INDETERMINATE_AT_T,,INDETERMINATE_AT_T,INDETERMINATE_AT_T,pair_agreement
q_cf26826b@rerun_24h,q_cf26826b,Which team won the most recent NCAA Women's Division I Swimming and Diving Championship?,rerun_24h,virginia,temporal_align_qa,2023,VOLATILE,SLOW,CURRENT_SEEKING,CURRENT,1,1013,1013,1,JUDGE_DISAGREEMENT,p_q_cf26826b_2,VALID_AT_T,SUPERSEDED_AT_T,VALID_AT_T,JUDGE_DISAGREEMENT,VALID_AT_T,third_judge_majority
q_cf72c65f@rerun_24h,q_cf72c65f,Who won the latest NBA championship?,rerun_24h,denver nuggets,freshqa,2023,SINGLE_YEAR,FAST,CURRENT_SEEKING,CURRENT,1,4498,1999,1,SUPERSEDED_AT_T,p_q_cf72c65f_3,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
q_cfb65856@rerun_24h,q_cfb65856,What model of motorcycle did the winning manufacturer of the Superbike World Championship use?,rerun_24h,panigale v4 r,temporal_align_qa,2023,VOLATILE,MEDIUM,HISTORICAL,AS_STATED,1,656,656,1,JUDGE_DISAGREEMENT,p_q_cfb65856_2,INDETERMINATE_AT_T,CONTRADICTED_AS_STATED,VALID_AT_T,JUDGE_DISAGREEMENT,NO_MAJORITY,three_way_split
q_cfdd4441@rerun_24h,q_cfdd4441,Which school has the most recent Pop-Tarts Bowl MVP hailed from?,rerun_24h,kansas state,temporal_align_qa,2023,VOLATILE,MEDIUM,CURRENT_SEEKING,CURRENT,1,3633,2000,1,SUPERSEDED_AT_T,p_q_cfdd4441_0|p_q_cfdd4441_2,SUPERSEDED_AT_T,SUPERSEDED_AT_T,,SUPERSEDED_AT_T,SUPERSEDED_AT_T,pair_agreement
