base_query_id,base_query,gold_answer,n_aliases,gold_source,original_gold_year,n_requests,volatility,years_annotated,n_years_annotated,latest_annotated_year,years_gap_to_corpus,n_distinct_answer_sets,stable_across_annotated_years,gold_equals_latest_annotated,gold_differs_from_some_annotated_year,answer_at_latest_year,freshqa_next_review,freshqa_fact_type,freshqa_false_premise,note
q_ba85b69b,Who is the current kit manufacturer of Al-Arabi SC (Qatar)?,Puma,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,puma,,,,9 distinct answer sets across 24 years
q_bac0fe01,Which team is the current champion of the All-Ireland Junior Ladies' Football Championship?,Down,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,down,,,,17 distinct answer sets across 24 years
q_bad81eda,"'Blurred Lines' was the biggest selling single record of 2013, who recorded it?",Robin Thicke,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_badb7460,What is the title of the Spanish film submitted for the Academy Award for Best International Feature Film?,Society of the Snow,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,society of the snow,,,,24 distinct answer sets across 24 years
q_baf11e36,Which party does the current second deputy speaker of the Parliament of Finland represent?,Finns Party,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,finns party,,,,7 distinct answer sets across 24 years
q_bb9e40d6,Which team is the current champion of the Aruban Division di Honor?,RCA,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,rca,,,,14 distinct answer sets across 24 years
q_bbdfff0f,What was the first operational image taken by the James Webb Space Telescope?,Webb's First Deep Field,1,freshqa,2022,1,SINGLE_YEAR,2022,1,2022,4,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_bc586d32,How many rings are on the Audi car logo?,Four,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_bc9026c6,Who is the recipient of the WTA Most Improved Player award?,Zheng Qinwen,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,zheng qinwen,,,,23 distinct answer sets across 24 years
q_bcbdf06e,"On which English motorway can you find services called Baldock, Wetherby and Washington?",M1,10,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_bd3621d0,In which year was the Aberfan Disaster?,1966,3,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_bd3daa9d,Which organization's Mars probe is currently en route to its destination?,NASA,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,0,nasa,,,,7 distinct answer sets across 24 years
q_bd8d50a7,Which athlete holds the third position in the most recent women's snowboard cross FIS Snowboard World Cup standings?,Josie Baff,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,josie baff,,,,21 distinct answer sets across 24 years
q_bd9e6870,"Which architect, President of the Royal Academy from 2004 to 2011, is responsible for the National Space Centre in Leicester and the Eden Project in Cornwall?",SIR NICHOLAS GRIMSHAW,6,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_be7863cd,What is the title of a current American animated television series available on Netflix?,Nature Cat,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,nature cat,,,,20 distinct answer sets across 24 years
q_bf2150c7,"Wroxeter, the site of the Roman city of Viroconium Cornoviorum, is in which English county?",Shropshire,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_bff7ff01,In which country would you find budgerigars in their natural habitat?,Australia,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c06a0019,What is the full name of the person currently serving as the Member of the Legislative Assembly for Peace River?,Dan Williams,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,dan williams,,,,7 distinct answer sets across 24 years
q_c06f1aba,Who is the current sideline reporter for the Cleveland Browns radio broadcast?,Je'Rod Cherry,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,je'rod cherry,,,,6 distinct answer sets across 24 years
q_c0c0cc7f,What television series is Kevin Eldon a part of?,Danger Mouse,4,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,danger mouse | death in paradise | hijack | sanditon,,,,24 distinct answer sets across 24 years
q_c1695ecb,Who were the Celtic-speaking peoples living in France and Belgium during Roman times?,Gauls,11,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c1c6c0b6,Who was the trainer of the winning horse in the most recent Tenno Sho Autumn?,Tetsuya Kimura,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,tetsuya kimura,,,,17 distinct answer sets across 24 years
q_c241368e,Who is the most recent winner of the New York City Marathon in the Women's open division?,Hellen Obiri,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,hellen obiri,,,,17 distinct answer sets across 24 years
q_c26c7630,Who trained the most recent winner of the Prix Robert Papin?,Christopher Head,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,christopher head,,,,18 distinct answer sets across 24 years
q_c26ddee2,What position does the most recent Michigan Wolverines baseball MLB player play?,Second Baseman,3,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,9,0,1,1,outfielder | pitcher | second baseman,,,,9 distinct answer sets across 24 years
q_c2bcbdff,Who won the most recent IndyCar race at Texas Motor Speedway?,Josef Newgarden,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,josef newgarden,,,,16 distinct answer sets across 24 years
q_c3300be7,Who was appointed captain of Great Britain's Davis Cup team in 2006?,John Lloyd,8,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c354442b,Who currently holds the position of Minister of Foreign Affairs in Madagascar?,Léon Rakotonirina  Acting Minister,2,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,18,0,1,1,léon rakotonirina acting minister | yvette sylla,,,,18 distinct answer sets across 24 years
q_c4cf23ca,What is the most populous city in Chile?,Santiago,3,freshqa,before 2022,1,SINGLE_YEAR,before 2022,1,before 2022,,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_c51c0b2b,Who is the United States Representative for Arkansas's 4th congressional district?,Bruce Westerman,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,bruce westerman,,,,7 distinct answer sets across 24 years
q_c51c7290,The upcoming Microsoft's Patch Tuesday will come out on what date in North America?,"Oct 10, 2023",10,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,11/07/2023,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='11/07/2023', fact_type='fast-changing'"
q_c52c10db,Which jockey rode the winning horse in the most recent Tenno Sho Spring?,Christophe Lemaire,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,christophe lemaire,,,,15 distinct answer sets across 24 years
q_c5946497,"Who are the engineers that received the most recent Grammy Award for Best Engineered Album, Classical?","Shawn Murphy, Charlie Post & Gary Rydstrom ; Michael Rowanowski",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,"shawn murphy, charlie post & gary rydstrom ; michael rowanowski",,,,23 distinct answer sets across 24 years
q_c6088f4c,Which football club won the Kategoria e Parë championship title?,Skënderbeu,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,21,0,1,1,skënderbeu,,,,21 distinct answer sets across 24 years
q_c60b122d,From which hometown is the current Miss Illinois Teen USA?,Chicago,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,chicago,,,,20 distinct answer sets across 24 years
q_c64ac1d8,What is the name of the top year-end best selling Tropical Album?,Todavia Me Amas: Lo Mejor de Aventura,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,todavia me amas: lo mejor de aventura,,,,16 distinct answer sets across 24 years
q_c66aa371,Which car received a special award for the most advanced technology in Japan?,BMW iX  Nissan X-Trail  Honda Civic e:HEV/Type R  Nissan Sakura/Mitsubishi eK X EV,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,bmw ix nissan x-trail honda civic e:hev/type r nissan sakura/mitsubishi ek x ev,,,,24 distinct answer sets across 24 years
q_c685de49,Which company is currently sponsoring AC Milan's shirts?,The Emirates Group,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,the emirates group,,,,5 distinct answer sets across 24 years
q_c6b40080,Which bird of the pigeon family was found in huge numbers in North America until the 19th century but then went into decline due to hunting and became extinct in 1914?,Passenger pigeon,12,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c76a7d5e,Which horse won the Royal Hunt Cup most recently?,Jimi Hendrix,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,jimi hendrix,,,,24 distinct answer sets across 24 years
q_c7b2bccd,Who was the personal architect of Hitler and Minister of Armaments and War Production in Nazi Germany during the Second World War?,ALBERT SPEER,11,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c7e889d2,"Which artist or group performed the Grammy Award-winning Best Arrangement, Instrumental or A Cappella?","Magnus Lindgren, John Beasley & The SWR Big Band ft. Martin Auer",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,"magnus lindgren, john beasley & the swr big band ft. martin auer",,,,19 distinct answer sets across 24 years
q_c83007d1,Which 13th century English philosopher and scientist was known as 'Doctor Mirabilis'?,ROGER BACON,11,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c8436957,In which ACB season did the most recent winner of the Most Valuable Player award play?,2022–23,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,2022–23,,,,24 distinct answer sets across 24 years
q_c8d65331,From which hometown is the current Miss Kentucky USA?,Lexington,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,13,0,1,1,lexington,,,,13 distinct answer sets across 24 years
q_c914875b,Which club finished third in the most recent season of the Belarusian Premier League?,Torpedo-BelAZ Zhodino,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,torpedo-belaz zhodino,,,,8 distinct answer sets across 24 years
q_c96939e7,"In the 'Harry Potter' books, 'Hogwarts school' has four houses, 'Gryffindor', 'Slytherin' and 'Ravenclaw' are three, what is the fourth?",'HUFFLEPUFF',12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c973e5b1,Who is the recipient of the most recent FWA Tribute Award?,Yaya Touré,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,yaya touré,,,,23 distinct answer sets across 24 years
q_c988b01c,Which country hosted the latest World Junior Speed Skating Championships?,Germany,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,11,0,1,1,germany,,,,11 distinct answer sets across 24 years
q_c9965b56,"During the 1900s, Olivetti, Olympia, Underwood, Smith Corona, and Remington were famous makers of?",Typewriters,12,triviaqa,,2,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_c997700b,Who is the president of the White House Correspondents' Association?,Kelly O'Donnell,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,kelly o'donnell,,,,24 distinct answer sets across 24 years
q_caa2a1ae,"Hatha, Jnana, Bhakti and Karma are all branches of which activity?",Yoga,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_cad562c6,Which network broadcasts the NBA Finals?,ESPN Deportes,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,6,0,1,1,abc | espn deportes,,,,6 distinct answer sets across 24 years
q_caf45aad,How many Imperial gallons of beer are in a firkin?,Nine,4,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_cb349d3b,In how many episodes does Chris Bauer appear in his most recent television role?,Main role,2,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,main role | upcoming miniseries,,,,22 distinct answer sets across 24 years
q_cb9cc202,In what year was Alaska sold to the US?,1867,3,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_cc0d02ca,What is the current state of the heaviest Earth observing satellite and Kessler syndrome threat?,In service,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,0,in service,,,,14 distinct answer sets across 24 years
q_cc86e7a2,"Who directed the latest theater production of ""Piège pour un homme seul""?",Michel Fau,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,14,0,1,1,michel fau,,,,14 distinct answer sets across 24 years
q_ccd63b11,Who is the recent winner of the Miles Franklin Award?,Shankari Chandran,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,22,0,1,1,shankari chandran,,,,22 distinct answer sets across 24 years
q_cd2a5fda,How many years did it take for the population of the world to reach 8 billion from 7 billion?,11 years,1,freshqa,2022,1,SINGLE_YEAR,2022,1,2022,4,,,1,,,,never-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='', fact_type='never-changing'"
q_cd6b4ea7,"""In 1985 the Greenpeace protest ship """"Rainbow Warrior"""" was bombed and sunk by French agents in which harbour?""","Auckland, New Zealand",12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_ce3247b9,What is the name of the most recent horse to win the Gran Premio Carlos Pellegrini?,Argentina El Encinal,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,argentina el encinal,,,,23 distinct answer sets across 24 years
q_cf26826b,Which team won the most recent NCAA Women's Division I Swimming and Diving Championship?,Virginia,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,virginia,,,,8 distinct answer sets across 24 years
q_cf72c65f,Who won the latest NBA championship?,Denver Nuggets,1,freshqa,2023,1,SINGLE_YEAR,2023,1,2023,3,,,1,,,frequently,fast-changing,,"FreshQA carries a single effective_year, not a year series — volatility UNDETERMINED; next_review='frequently', fact_type='fast-changing'"
q_cfb65856,What model of motorcycle did the winning manufacturer of the Superbike World Championship use?,Panigale V4 R,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,panigale v4 r,,,,15 distinct answer sets across 24 years
q_cfdd4441,Which school has the most recent Pop-Tarts Bowl MVP hailed from?,Kansas State,1,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,17,0,1,1,kansas state,,,,17 distinct answer sets across 24 years
q_cff65f30,The babirusa is a wild variety of which domesticated animal?,Pig,9,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_d02a1da9,Who did California cast its electoral votes for in the recent presidential election?,Biden/ Harris  Y,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,biden/ harris y,,,,5 distinct answer sets across 24 years
q_d0506c00,Where was the most recent Bridges conference held?,"Dalhousie University, Halifax, Nova Scotia, Canada",1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,"dalhousie university, halifax, nova scotia, canada",,,,19 distinct answer sets across 24 years
q_d093f991,Which owner's horse won the Breeders' Cup Filly & Mare Turf?,Cheveley Park Stud,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,cheveley park stud,,,,20 distinct answer sets across 24 years
q_d0a493c9,Who is the current head coach of KK MZT Skopje?,Aleksandar Petrović  Dragan Nikolić  Vasko Atanasov,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,20,0,1,1,aleksandar petrović dragan nikolić vasko atanasov,,,,20 distinct answer sets across 24 years
q_d0a5e0b6,Who is the current provincial representative for Keewatinook?,Ian Bushie,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,ian bushie,,,,5 distinct answer sets across 24 years
q_d1fc1f80,Where is the hometown of the current Miss Hawaii?,Honolulu,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,15,0,1,1,honolulu,,,,15 distinct answer sets across 24 years
q_d23799e5,What was the last number one by The Jam,Beat Surrender,3,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_d23ca3b3,What is the current overall record of Tiger Park's team?,27-9,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,27-9,,,,24 distinct answer sets across 24 years
q_d26e3359,What is the name of the trainer who trained the Bahrain Trophy's winning horse most recently?,Charlie Appleby,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,19,0,1,1,charlie appleby,,,,19 distinct answer sets across 24 years
q_d3e5ec72,In which city was the most recent Texas State Open played?,Tyler,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,7,0,1,1,tyler,,,,7 distinct answer sets across 24 years
q_d4f726dc,Which pair won the L'Open 35 de Saint-Malo doubles final most recently?,Greet Minnen Bibiane Schoofs,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,24,0,1,1,greet minnen bibiane schoofs,,,,24 distinct answer sets across 24 years
q_d529bed8,Who is the current Speaker of the Saeima?,Edvards Smiltēns,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,12,0,1,1,edvards smiltēns,,,,12 distinct answer sets across 24 years
q_d6104cc3,Samantha Murray won GB's final medal of the 2012 Olympics in which sport?,(WOMEN'S) MODERN PENTATHLON,2,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_d62648af,What is the source or reference for the circumstances surrounding the most recent death of a journalist in Bangladesh?,IFJ,2,temporal_align_qa,2023,2,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,8,0,1,1,ifj | rsf,,,,8 distinct answer sets across 24 years
q_d63bf68a,What is kitchen tin foil made from?,Aluminium,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_d665e7a3,Who was the jockey riding the winning horse in the most recent Mile Championship?,Kota Fujioka,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,16,0,1,1,kota fujioka,,,,16 distinct answer sets across 24 years
q_d78d0eec,Who is the serving U.S. Representative for Virginia's 1st congressional district?,Rob Wittman,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,5,0,1,1,rob wittman,,,,5 distinct answer sets across 24 years
q_d8b1d102,What is another name for a wildebeest?,Gnu,12,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
q_d9d96160,Who delivered The MacTaggart Lecture at the Edinburgh International Television Festival most recently?,Louis Theroux,1,temporal_align_qa,2023,1,VOLATILE,"2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",24,2023,3,23,0,1,1,louis theroux,,,,23 distinct answer sets across 24 years
q_da1c81d6,"Who was Archbishop of Canterbury during the reigns of Henry VIII and Edward VI, was then imprisoned for over two years and burnt at the stake for heresy?",Thomas Cranmer,10,triviaqa,,1,NOT_TIME_KEYED,,0,,,,,,,,,,,TriviaQA carries no year-keyed annotation
