unit_id,base_query_id,snapshot_round,base_query,n_requests,request_ids,gold,n_distinct_golds,gold_source,gold_year,n_distinct_urls,n_snapshots_available,snapshot_complete,any_snapshot
q_8ea4bd29@rerun_24h,q_8ea4bd29,rerun_24h,In which country is the Great Sandy Desert,1,p_q_8ea4bd29_2,australia,1,triviaqa,,1,1,1,1
q_8ec920df@rerun_24h,q_8ec920df,rerun_24h,Which team is placed third in the American League West standings?,1,p_q_8ec920df_1,seattle,1,temporal_align_qa,2023,1,1,1,1
q_8efe208f@rerun_24h,q_8efe208f,rerun_24h,Who was the jockey riding the winning horse in the most recent Rebel Stakes?,1,p_q_8efe208f_0,james graham,1,temporal_align_qa,2023,2,2,1,1
q_8f04e897@rerun_24h,q_8f04e897,rerun_24h,In cricket what score is known as 'Nelson'?,2,p_q_8f04e897_0|p_q_8f04e897_1,111,1,triviaqa,,1,1,1,1
q_8fb47752@rerun_24h,q_8fb47752,rerun_24h,In what city was the person currently acting as the U.S. speaker of house born?,2,p_q_8fb47752_1|p_q_8fb47752_2,"gastonia, north carolina",1,freshqa,2023,3,3,1,1
q_8fda5466@rerun_12h,q_8fda5466,rerun_12h,Who was the runner-up at the Mitsubishi Electric Championship at Hualalai?,1,p_q_8fda5466_3,steven alker nir darren clarke ken tanigawa mike weir,1,temporal_align_qa,2023,2,2,1,1
q_90bb4e98@rerun_24h,q_90bb4e98,rerun_24h,Who holds the position of director at TG1 right now?,1,p_q_90bb4e98_0,gian marco chiocci,1,temporal_align_qa,2023,1,1,1,1
q_90cb856a@rerun_24h,q_90cb856a,rerun_24h,Which Cornish cheese uses nettles as an ingredient?,1,p_q_90cb856a_3,yarg,1,triviaqa,,2,2,1,1
q_91044e4b@rerun_24h,q_91044e4b,rerun_24h,What film does Thomas Lennon most recently appear in?,1,p_q_91044e4b_2,zoey 102,1,temporal_align_qa,2023,1,1,1,1
q_91a992f1@rerun_24h,q_91a992f1,rerun_24h,"Who is currently serving an 86-year sentence at Federal Medical Center, Carswell?",1,p_q_91a992f1_1,angela baldwin,1,temporal_align_qa,2023,2,2,1,1
q_91fe9bbc@rerun_24h,q_91fe9bbc,rerun_24h,Who is the current head coach of the Philadelphia Eagles?,1,q_91fe9bbc,nick sirianni,1,temporal_align_qa,2023,1,1,1,1
q_92b21278@rerun_24h,q_92b21278,rerun_24h,Who is currently serving as Lord Mayor of Cork?,1,q_92b21278,kieran mccarthy,1,temporal_align_qa,2023,1,1,1,1
q_92bed87f@rerun_24h,q_92bed87f,rerun_24h,"Deluded by a legend, Francisco Orellana and Gonzalo Pizarro departed from Ecuador in 1541 in a disastrous expedition towards the Amazon Basin; they did not find any gold or lost cities but Orellana became the first person to navigate the entire Amazon River. What were they seeking?",1,p_q_92bed87f_2,el dorado,1,triviaqa,,1,1,1,1
q_92dda9c3@rerun_24h,q_92dda9c3,rerun_24h,Who is serving as the mayor of Denver?,1,q_92dda9c3,michael hancock michael hancock,1,temporal_align_qa,2023,1,1,1,1
q_935fff1b@rerun_24h,q_935fff1b,rerun_24h,Who was the trainer of the winning horse in the latest edition of the Coronation Stakes?,1,p_q_935fff1b_0,dermot weld,1,temporal_align_qa,2023,2,2,1,1
q_93aa5399@rerun_24h,q_93aa5399,rerun_24h,"Which French writer published the collection of fairy tales `Contes de ma mere l'Oye', better known as Mother Goose?",1,p_q_93aa5399_1,charles perrault,1,triviaqa,,1,1,1,1
q_9432e97c@rerun_24h,q_9432e97c,rerun_24h,"Whose likeness did Republicans propose putting on the dime, in 2003?",2,p_q_9432e97c_2|p_q_9432e97c_0,ronald reagan's,1,triviaqa,,2,2,1,1
q_94939cea@rerun_24h,q_94939cea,rerun_24h,Where was the final match of the Macedonian Football Cup held?,1,p_q_94939cea_0,"petar miloševski training centre, skopje",1,temporal_align_qa,2023,1,1,1,1
q_94cb7c4a@rerun_24h,q_94cb7c4a,rerun_24h,Where was the USA Gymnastics National Championships held last?,1,p_q_94cb7c4a_1,"san jose, california",1,temporal_align_qa,2023,1,1,1,1
q_96543752@rerun_12h,q_96543752,rerun_12h,Who is the current top league goalscorer for HNK Hajduk Split?,1,q_96543752,marko livaja,1,temporal_align_qa,2023,1,1,1,1
q_9654e28e@rerun_24h,q_9654e28e,rerun_24h,In which city was the latest BBL Championship Playoff final played?,1,p_q_9654e28e_3,london,1,temporal_align_qa,2023,1,1,1,1
q_9679dc80@rerun_24h,q_9679dc80,rerun_24h,Who is the current cabinet minister in the Ministry of Medical Education (Maharashtra)?,1,p_q_9679dc80_2,75px girish mahajan,1,temporal_align_qa,2023,1,1,1,1
q_96b1bf1a@rerun_24h,q_96b1bf1a,rerun_24h,Who was captain of the England men's cricket team during the 2015 One Day International World Cup?,1,p_q_96b1bf1a_1,eoin) morgan,1,triviaqa,,1,1,1,1
q_96dff6da@rerun_24h,q_96dff6da,rerun_24h,What month and year did Bitcoin reach its peak value?,1,p_q_96dff6da_0,november 2021,1,freshqa,2021,1,1,1,1
q_9713cc4c@rerun_24h,q_9713cc4c,rerun_24h,What club does Lewandowski play for?,1,p_q_9713cc4c_3,barcelona,1,freshqa,2022,1,1,1,1
q_97b198d0@rerun_24h,q_97b198d0,rerun_24h,In which European Cup competition is Gloucester Rugby participating?,1,p_q_97b198d0_3,champions cup,1,temporal_align_qa,2023,2,2,1,1
q_97cbd451@rerun_24h,q_97cbd451,rerun_24h,Loves Rental Styles is an anagram of which famous actor?,1,p_q_97cbd451_1,sylvester stallone,1,triviaqa,,1,1,1,1
q_98d7f7da@rerun_24h,q_98d7f7da,rerun_24h,The 'degree' symbol ° indicates what variation of a musical chord?,1,p_q_98d7f7da_2,diminished,1,triviaqa,,2,2,1,1
q_995c0608@rerun_24h,q_995c0608,rerun_24h,Who is the main starting quarterback for the Florida Gators?,1,p_q_995c0608_1,graham mertz,1,temporal_align_qa,2023,2,2,1,1
q_99c9cb7f@rerun_24h,q_99c9cb7f,rerun_24h,What is the name of the trainer who trained the most recent winner of the Christmas Hurdle?,1,p_q_99c9cb7f_2,nicky henderson,1,temporal_align_qa,2023,1,1,1,1
q_99dcb85c@rerun_24h,q_99dcb85c,rerun_24h,Which team won the Wayne County Athletic League boys football championship most recently?,1,p_q_99dcb85c_0,"dalton, northwestern",1,temporal_align_qa,2023,2,2,1,1
q_9a3d3ff9@rerun_24h,q_9a3d3ff9,rerun_24h,What position does the latest Roberto Clemente Award winner play?,1,p_q_9a3d3ff9_2,outfielder,1,temporal_align_qa,2023,1,1,1,1
q_9a92a9cc@rerun_24h,q_9a92a9cc,rerun_24h,At which venue was the most recent Japan Women's Open Golf Championship held?,1,p_q_9a92a9cc_2,"awara golf club, sea course",1,temporal_align_qa,2023,2,2,1,1
q_9aa8fdeb@rerun_24h,q_9aa8fdeb,rerun_24h,What is John Carroll Lynch's character in his most recent television appearance?,1,p_q_9aa8fdeb_0,john n. mitchell,1,temporal_align_qa,2023,1,1,1,1
q_9acafca8@rerun_24h,q_9acafca8,rerun_24h,"""What is the media nickname of Viktor Bout, a Russian arms dealer who was said to be the inspiration for Nicolas Cage's character in the 2005 film """"Lord of War""""?""",1,p_q_9acafca8_1,merchant of death,1,triviaqa,,1,1,1,1
q_9ad1cf95@rerun_24h,q_9ad1cf95,rerun_24h,Who was the jockey riding the winning horse in the most recent Queen's Vase?,1,p_q_9ad1cf95_3,frankie dettori,1,temporal_align_qa,2023,1,1,1,1
q_9ad3d8f7@rerun_12h,q_9ad3d8f7,rerun_12h,Who was the winner of the individual championship in the latest NCAA Women's Division I Cross Country Championship and what team does she represent?,1,p_q_9ad3d8f7_0,parker valby,1,temporal_align_qa,2023,2,2,1,1
q_9ad3d8f7@rerun_24h,q_9ad3d8f7,rerun_24h,Who was the winner of the individual championship in the latest NCAA Women's Division I Cross Country Championship and what team does she represent?,1,p_q_9ad3d8f7_1,parker valby,1,temporal_align_qa,2023,2,2,1,1
q_9b44b067@rerun_24h,q_9b44b067,rerun_24h,Who is the current manager of the Thailand national football team?,1,p_q_9b44b067_0,alexandré pölking,1,temporal_align_qa,2023,1,1,1,1
q_9b57150e@rerun_24h,q_9b57150e,rerun_24h,Where did the Seattle Mariners play their most recent Opening Day game?,1,p_q_9b57150e_1,t-mobile park,1,temporal_align_qa,2023,2,2,1,1
q_9b65bcba@rerun_1h,q_9b65bcba,rerun_1h,Which horse won the last Irish Gold Cup?,1,q_9b65bcba,galopin des champs,1,temporal_align_qa,2023,2,2,1,1
q_9bcda30d@rerun_24h,q_9bcda30d,rerun_24h,Who won the Sporting News Manager of the Year Award for the American League?,1,p_q_9bcda30d_2,brandon hyde,1,temporal_align_qa,2023,1,1,1,1
q_9bf08ec9@rerun_24h,q_9bf08ec9,rerun_24h,Who is currently considered the pound for pound #1 fighter by The Ring magazine?,1,p_q_9bf08ec9_1,oleksandr usyk,1,temporal_align_qa,2023,1,1,1,1
q_9c334cd8@rerun_12h,q_9c334cd8,rerun_12h,Who is the current LBA Most Valuable Player?,1,q_9c334cd8,colbey ross,1,temporal_align_qa,2023,1,1,1,1
q_9c8a947a@rerun_24h,q_9c8a947a,rerun_24h,What is the original title of the most recent animated film nominated for the Goya Award for Best Animated Film?,1,p_q_9c8a947a_1,le dispararon al pianista,1,temporal_align_qa,2023,1,1,1,1
q_9d2666a3@rerun_24h,q_9d2666a3,rerun_24h,On which river does Derby stand?,1,p_q_9d2666a3_1,derwent,1,triviaqa,,1,1,1,1
q_9d330418@rerun_24h,q_9d330418,rerun_24h,In which decade of the 20th century were the first Academy Awards (Oscars) ceremony?,1,p_q_9d330418_0,1920s,1,triviaqa,,1,1,1,1
q_9d61a241@rerun_24h,q_9d61a241,rerun_24h,Which trainer trained the winning horse in the King George V Stakes?,1,p_q_9d61a241_0,william haggas,1,temporal_align_qa,2023,2,2,1,1
q_9e4f27be@rerun_24h,q_9e4f27be,rerun_24h,Who is the winner of the National Book Award for Young People's Literature?,1,p_q_9e4f27be_0,dan santat,1,temporal_align_qa,2023,1,1,1,1
q_9e9cc170@rerun_24h,q_9e9cc170,rerun_24h,Who was the runner-up in the most recent Bar billiards World Championship?,2,p_q_9e9cc170_3|p_q_9e9cc170_2,trevor gallienne,1,temporal_align_qa,2023,2,2,1,1
q_9ea9bc19@rerun_24h,q_9ea9bc19,rerun_24h,What is the national park in Wyoming covering 3350 square miles that was opened in 1872?,1,p_q_9ea9bc19_3,yellowstone national park,1,triviaqa,,1,1,1,1
q_9edf5bd2@rerun_24h,q_9edf5bd2,rerun_24h,Who is the Treasurer of the Commonwealth of Pennsylvania?,2,p_q_9edf5bd2_1|p_q_9edf5bd2_0,stacy garrity,1,temporal_align_qa,2023,1,1,1,1
q_9f07f1e2@rerun_24h,q_9f07f1e2,rerun_24h,'Red Lion' was for may years accepted as the most popular pubname in Great Britain. What pub name has now succeeded this?,1,p_q_9f07f1e2_3,'the crown',1,triviaqa,,1,1,1,1
q_9fb844a5@rerun_24h,q_9fb844a5,rerun_24h,Who is the most recent recipient of the Robert F. Kennedy Human Rights Award?,1,p_q_9fb844a5_3,parlamento del pueblo xinka,1,temporal_align_qa,2023,2,2,1,1
q_9ffc1ed9@rerun_24h,q_9ffc1ed9,rerun_24h,"""The opening sequence of the film """"Airplane"""" (also entitled """"Flying High"""") is a parody of which film?""",1,p_q_9ffc1ed9_0,jaws,1,triviaqa,,2,2,1,1
q_a05e5c8b@rerun_24h,q_a05e5c8b,rerun_24h,"In nature, what are active, dormant and extinct?",2,p_q_a05e5c8b_2|p_q_a05e5c8b_0,volcanoes,1,triviaqa,,1,1,1,1
q_a06c234c@rerun_12h,q_a06c234c,rerun_12h,Who were the songwriters of the winning song in the latest Melodifestivalen?,1,p_q_a06c234c_3,"jimmy thörnfeldt, jimmy jansson, lorine talhaoui, moa carlebecker, peter boström, thomas g:son",1,temporal_align_qa,2023,1,1,1,1
q_a18ad11b@rerun_24h,q_a18ad11b,rerun_24h,Who is the current Republican leader in the United States House of Representatives?,1,p_q_a18ad11b_1,kevin mccarthy,1,temporal_align_qa,2023,1,1,1,1
q_a1c19e16@rerun_24h,q_a1c19e16,rerun_24h,Who currently represents California's 9th congressional district?,1,q_a1c19e16,100px josh harder,1,temporal_align_qa,2023,1,1,1,1
q_a21594ce@rerun_24h,q_a21594ce,rerun_24h,Who is the lead in Colin Hufman's curling team?,1,p_q_a21594ce_0,john landsteiner,1,temporal_align_qa,2023,2,2,1,1
q_a2ed487a@rerun_24h,q_a2ed487a,rerun_24h,Which ice dancing pair won the gold medal at the most recent Australian Figure Skating Championships?,1,q_a2ed487a,romy malcolm / kobi chant,1,temporal_align_qa,2023,1,1,1,1
q_a3225b4a@rerun_24h,q_a3225b4a,rerun_24h,Who directed the latest Icelandic film submitted for the Academy Award for Best International Feature Film?,1,p_q_a3225b4a_0,hlynur pálmason,1,temporal_align_qa,2023,2,2,1,1
q_a3b0afc4@rerun_24h,q_a3b0afc4,rerun_24h,Who is the leading scorer in the Israeli Basketball Premier League?,1,p_q_a3b0afc4_2,tyler bey,1,temporal_align_qa,2023,1,1,1,1
q_a4aacc0f@rerun_24h,q_a4aacc0f,rerun_24h,What colour is copper sulphate?,1,p_q_a4aacc0f_1,blue,1,triviaqa,,1,1,1,1
q_a5b50e32@rerun_24h,q_a5b50e32,rerun_24h,Do the Toronto Raptors have a winning record in the latest NBA season?,1,p_q_a5b50e32_0,no,1,freshqa,2023,2,2,1,1
q_a64535bb@rerun_24h,q_a64535bb,rerun_24h,What is the current name of the men's handball team from Komló?,1,p_q_a64535bb_3,sport36-komló,1,temporal_align_qa,2023,1,1,1,1
q_a6c1b4ce@rerun_24h,q_a6c1b4ce,rerun_24h,Who is playing as the third on Glenn Howard's curling team?,1,p_q_a6c1b4ce_2,scott howard,1,temporal_align_qa,2023,1,1,1,1
q_a6d31788@rerun_24h,q_a6d31788,rerun_24h,Who is the most recent recipient of the Juno Award for Children's Album of the Year?,1,q_a6d31788,walk off the earth and romeo eats,1,temporal_align_qa,2023,2,2,1,1
q_a6ef6cf2@rerun_24h,q_a6ef6cf2,rerun_24h,What is the name of the ownership that claimed victory at the last Maker's Mark Mile Stakes?,1,p_q_a6ef6cf2_3,lael stables,1,temporal_align_qa,2023,2,2,1,1
q_a720c2de@rerun_24h,q_a720c2de,rerun_24h,What were the latest Australian Swimming Championships a selection trial for?,1,p_q_a720c2de_2,the australian selection trials for the 2023 world aquatics championships were held in melbourne from 13–18 june.,1,temporal_align_qa,2023,2,2,1,1
q_a815ecba@rerun_24h,q_a815ecba,rerun_24h,Where was the most recent West Virginia Open held?,1,q_a815ecba,"berry hills country club, charleston",1,temporal_align_qa,2023,2,2,1,1
q_a84da252@rerun_24h,q_a84da252,rerun_24h,Which event was won most recently at Silverstone in the Formula One World Championship?,1,p_q_a84da252_0,aramco british grand prix,1,temporal_align_qa,2023,1,1,1,1
q_a867a828@rerun_24h,q_a867a828,rerun_24h,How many points would you get for the word Scrabble in a game of Scrabble?,2,p_q_a867a828_3|p_q_a867a828_1,14,1,triviaqa,,2,2,1,1
q_a8f577f5@rerun_24h,q_a8f577f5,rerun_24h,Where was the most recent Grammy Awards ceremony held?,1,q_a8f577f5,crypto.com arena,1,temporal_align_qa,2023,1,1,1,1
q_a93676a9@rerun_1h,q_a93676a9,rerun_1h,Which Irish musician released a 1988 album entitled ‘Watermark’?,1,q_a93676a9,enya,1,triviaqa,,2,2,1,1
q_a9520087@rerun_24h,q_a9520087,rerun_24h,What character is Dianne Pilkington portraying in her latest theatre performance?,1,p_q_a9520087_3,wicked witch of the west / miss gulch,1,temporal_align_qa,2023,1,1,1,1
q_a9f6ddd4@rerun_24h,q_a9f6ddd4,rerun_24h,Who trained the winning horse of the most recent Hong Kong Sprint and in what country?,1,p_q_a9f6ddd4_2,manfred man ka-leung,1,temporal_align_qa,2023,1,1,1,1
q_aa6288cd@rerun_24h,q_aa6288cd,rerun_24h,Who is currently supplying kits for Bristol City F.C.?,1,p_q_aa6288cd_3,hummel,1,temporal_align_qa,2023,2,2,1,1
q_ab431fd9@rerun_24h,q_ab431fd9,rerun_24h,Which institution is represented by the NPDA National Champions team?,1,p_q_ab431fd9_0,parliamentary debate at berkeley,1,temporal_align_qa,2023,1,1,1,1
q_abacb5ad@rerun_24h,q_abacb5ad,rerun_24h,Who is the winner of the Top Fuel category at the most recent Gatornationals?,1,q_abacb5ad,mike salinas,1,temporal_align_qa,2023,2,2,1,1
q_ac141dc0@rerun_24h,q_ac141dc0,rerun_24h,"Which sport features line-outs, scrums and conversions?",1,p_q_ac141dc0_1,rugby,1,triviaqa,,2,2,1,1
q_ac1b24c0@rerun_24h,q_ac1b24c0,rerun_24h,Who is the current Downing Street Press Secretary?,1,p_q_ac1b24c0_3,nerissa chesterfield,1,temporal_align_qa,2023,1,1,1,1
q_ac7fde07@rerun_24h,q_ac7fde07,rerun_24h,Who is the current IBF world welterweight champion?,2,q_ac7fde07|p_q_ac7fde07_1,errol spence jr.,1,temporal_align_qa,2023,1,1,1,1
q_aca03251@rerun_24h,q_aca03251,rerun_24h,Which team won the Mid-Ohio Athletic Conference Football Championship in the Blue Division?,1,p_q_aca03251_3,"ontario, shelby",1,temporal_align_qa,2023,1,1,1,1
q_acfe9269@rerun_24h,q_acfe9269,rerun_24h,"If you have insomnia, what can't you do?",1,p_q_acfe9269_0,sleep,1,triviaqa,,1,1,1,1
q_ad306b01@rerun_24h,q_ad306b01,rerun_24h,During which conflict was the battle of Blenheim fought?,1,q_ad306b01,war of the spanish succession,1,triviaqa,,1,1,1,1
q_ad4bef3e@rerun_24h,q_ad4bef3e,rerun_24h,What is the type of the Mars probe that has the most recent update on its status?,1,p_q_ad4bef3e_1,flyby,1,temporal_align_qa,2023,1,1,1,1
q_adf4be31@rerun_24h,q_adf4be31,rerun_24h,Who is the present principal of Ranabima Royal College?,1,p_q_adf4be31_0,ranjith rajapaksha,1,temporal_align_qa,2023,2,2,1,1
q_ae23812e@rerun_24h,q_ae23812e,rerun_24h,What was the to par score achieved by the winner of the last The American Express golf tournament?,1,q_ae23812e,−27,1,temporal_align_qa,2023,2,2,1,1
q_ae57c718@rerun_24h,q_ae57c718,rerun_24h,Which composer wrote the operas 'The Flying Dutchman' and 'Parsifal'?,1,p_q_ae57c718_2,richard wagner,1,triviaqa,,2,2,1,1
q_af23c4b7@rerun_24h,q_af23c4b7,rerun_24h,Which college did the Pittsburgh Steelers' first round draft pick attend?,1,q_af23c4b7,georgia,1,temporal_align_qa,2023,1,1,1,1
q_b01295a7@rerun_24h,q_b01295a7,rerun_24h,Who trained the winning horse in the most recent Champions Cup (horse race)?,1,p_q_b01295a7_2,hiroyasu tanaka,1,temporal_align_qa,2023,1,1,1,1
q_b16f0265@rerun_24h,q_b16f0265,rerun_24h,Who rode the winning horse in the most recent Queen Elizabeth II Challenge Cup Stakes?,1,p_q_b16f0265_3,oisin murphy,1,temporal_align_qa,2023,1,1,1,1
q_b1bd705b@rerun_24h,q_b1bd705b,rerun_24h,In which English county is the town of Wells-next-the- Sea?,1,q_b1bd705b,norfolk,1,triviaqa,,2,2,1,1
q_b220eed5@rerun_24h,q_b220eed5,rerun_24h,Which driver won the latest HighPoint.com 400 race?,1,p_q_b220eed5_0,denny hamlin,1,temporal_align_qa,2023,4,4,1,1
q_b2e307b2@rerun_12h,q_b2e307b2,rerun_12h,Who won the most recent La Flèche Wallonne?,1,q_b2e307b2,tadej pogačar,1,temporal_align_qa,2023,1,1,1,1
q_b32eed02@rerun_24h,q_b32eed02,rerun_24h,Who trained the horse that won the last Preis der Diana?,1,p_q_b32eed02_0,henk grewe,1,temporal_align_qa,2023,1,1,1,1
q_b37309f3@rerun_24h,q_b37309f3,rerun_24h,Which horse won the Kameko Futurity Trophy?,1,p_q_b37309f3_2,ancient wisdom,1,temporal_align_qa,2023,1,1,1,1
q_b37330f1@rerun_24h,q_b37330f1,rerun_24h,Who is the current manager of the New York Mets?,2,p_q_b37330f1_0|p_q_b37330f1_1,buck showalter,1,temporal_align_qa,2023,1,1,1,1
q_b38c44e9@rerun_24h,q_b38c44e9,rerun_24h,In which city was the most recent NHL Entry Draft conducted?,1,p_q_b38c44e9_2,"nashville, tennessee",1,temporal_align_qa,2023,1,1,1,1
q_b38e651d@rerun_24h,q_b38e651d,rerun_24h,What air mattress genericized trademark is a portmanteau of its two-word description?,2,p_q_b38e651d_0|p_q_b38e651d_3,lilo,1,triviaqa,,1,1,1,1
q_b3cd7717@rerun_24h,q_b3cd7717,rerun_24h,Who is the champion of the latest Horizon Irish Open?,1,p_q_b3cd7717_2,vincent norrman,1,temporal_align_qa,2023,1,1,1,1
q_b5910f81@rerun_24h,q_b5910f81,rerun_24h,What is the batting average (AVG) of the National League Silver Slugger Award winner at second base?,1,q_b5910f81,0.354,1,temporal_align_qa,2023,1,1,1,1
q_b5bab848@rerun_24h,q_b5bab848,rerun_24h,What is the title of the work that won the most recent Latin Grammy Award for Best Salsa Album?,1,p_q_b5bab848_2,niche sinfónico,1,temporal_align_qa,2023,2,1,0,1
q_b6529205@rerun_24h,q_b6529205,rerun_24h,"Bort or boart refers to waste/inferior what, used for industrial purposes?",1,p_q_b6529205_3,diamonds,1,triviaqa,,1,1,1,1
q_b6e5a108@rerun_24h,q_b6e5a108,rerun_24h,Which school won the NSW Union of Ex-Oarswomen Rose Evans trophy?,1,p_q_b6e5a108_0,st catherine's,1,temporal_align_qa,2023,2,2,1,1
q_b8ddab89@rerun_24h,q_b8ddab89,rerun_24h,What was the more common name for the German World War II dive bomber the Junkers Ju 87?,1,p_q_b8ddab89_3,stuka,1,triviaqa,,2,2,1,1
q_b9172601@rerun_24h,q_b9172601,rerun_24h,Which work secured the Grammy Award for Best Jazz Performance?,1,p_q_b9172601_3,endangered species,1,temporal_align_qa,2023,1,1,1,1
q_b91d68ca@rerun_24h,q_b91d68ca,rerun_24h,Which jockey rode the winning horse in the most recent Belmont Derby?,1,p_q_b91d68ca_2,josé ortiz,1,temporal_align_qa,2023,1,1,1,1
q_b96cebd8@rerun_24h,q_b96cebd8,rerun_24h,In which season did the most recent USBWA National Freshman of the Year play?,1,p_q_b96cebd8_2,2022–23,1,temporal_align_qa,2023,1,1,1,1
q_b9a64a4f@rerun_24h,q_b9a64a4f,rerun_24h,What is the theme of Sydney New Year's Eve celebration?,1,p_q_b9a64a4f_1,"one night, many ways to celebrate",1,temporal_align_qa,2023,2,2,1,1
q_b9a75c82@rerun_24h,q_b9a75c82,rerun_24h,Which hockey team won the Men's England Hockey League?,1,p_q_b9a75c82_1,old georgians,1,temporal_align_qa,2023,2,2,1,1
q_b9ad203c@rerun_24h,q_b9ad203c,rerun_24h,What is the alcoholic strength of the most recently released batch of A'bunadh?,1,p_q_b9ad203c_3,60.5%,1,temporal_align_qa,2023,3,3,1,1
q_b9e48bff@rerun_24h,q_b9e48bff,rerun_24h,Which ownership currently holds the winning title for the Florida Derby?,1,p_q_b9e48bff_0,repole stable & st. elias stable,1,temporal_align_qa,2023,1,1,1,1
q_ba4e488d@rerun_24h,q_ba4e488d,rerun_24h,How did the current representative for Indiana's 9th congressional district come into office?,2,p_q_ba4e488d_3|p_q_ba4e488d_2,elected in 2016. re-elected in 2018. re-elected in 2020. retired.,1,temporal_align_qa,2023,2,1,0,1
q_ba85b69b@rerun_24h,q_ba85b69b,rerun_24h,Who is the current kit manufacturer of Al-Arabi SC (Qatar)?,1,q_ba85b69b,puma,1,temporal_align_qa,2023,1,1,1,1
q_bac0fe01@rerun_24h,q_bac0fe01,rerun_24h,Which team is the current champion of the All-Ireland Junior Ladies' Football Championship?,1,p_q_bac0fe01_3,down,1,temporal_align_qa,2023,1,1,1,1
q_bad81eda@rerun_24h,q_bad81eda,rerun_24h,"'Blurred Lines' was the biggest selling single record of 2013, who recorded it?",1,p_q_bad81eda_3,robin thicke,1,triviaqa,,2,2,1,1
q_badb7460@rerun_24h,q_badb7460,rerun_24h,What is the title of the Spanish film submitted for the Academy Award for Best International Feature Film?,1,p_q_badb7460_3,society of the snow,1,temporal_align_qa,2023,1,1,1,1
q_baf11e36@rerun_24h,q_baf11e36,rerun_24h,Which party does the current second deputy speaker of the Parliament of Finland represent?,2,p_q_baf11e36_1|p_q_baf11e36_2,finns party,1,temporal_align_qa,2023,2,2,1,1
q_bb9e40d6@rerun_24h,q_bb9e40d6,rerun_24h,Which team is the current champion of the Aruban Division di Honor?,1,p_q_bb9e40d6_0,rca,1,temporal_align_qa,2023,1,1,1,1
q_bbdfff0f@rerun_24h,q_bbdfff0f,rerun_24h,What was the first operational image taken by the James Webb Space Telescope?,1,p_q_bbdfff0f_2,webb's first deep field,1,freshqa,2022,3,3,1,1
q_bc586d32@rerun_24h,q_bc586d32,rerun_24h,How many rings are on the Audi car logo?,1,p_q_bc586d32_0,four,1,triviaqa,,2,2,1,1
q_bc9026c6@rerun_24h,q_bc9026c6,rerun_24h,Who is the recipient of the WTA Most Improved Player award?,1,p_q_bc9026c6_1,zheng qinwen,1,temporal_align_qa,2023,1,1,1,1
q_bcbdf06e@rerun_24h,q_bcbdf06e,rerun_24h,"On which English motorway can you find services called Baldock, Wetherby and Washington?",1,p_q_bcbdf06e_1,m1,1,triviaqa,,1,1,1,1
q_bd3621d0@rerun_24h,q_bd3621d0,rerun_24h,In which year was the Aberfan Disaster?,1,p_q_bd3621d0_0,1966,1,triviaqa,,1,1,1,1
q_bd3daa9d@rerun_24h,q_bd3daa9d,rerun_24h,Which organization's Mars probe is currently en route to its destination?,1,p_q_bd3daa9d_0,nasa,1,temporal_align_qa,2023,2,2,1,1
q_bd8d50a7@rerun_24h,q_bd8d50a7,rerun_24h,Which athlete holds the third position in the most recent women's snowboard cross FIS Snowboard World Cup standings?,1,p_q_bd8d50a7_3,josie baff,1,temporal_align_qa,2023,2,2,1,1
q_bd9e6870@rerun_24h,q_bd9e6870,rerun_24h,"Which architect, President of the Royal Academy from 2004 to 2011, is responsible for the National Space Centre in Leicester and the Eden Project in Cornwall?",1,p_q_bd9e6870_0,sir nicholas grimshaw,1,triviaqa,,2,2,1,1
q_be7863cd@rerun_24h,q_be7863cd,rerun_24h,What is the title of a current American animated television series available on Netflix?,1,p_q_be7863cd_3,nature cat,1,temporal_align_qa,2023,2,2,1,1
q_bf2150c7@rerun_24h,q_bf2150c7,rerun_24h,"Wroxeter, the site of the Roman city of Viroconium Cornoviorum, is in which English county?",1,p_q_bf2150c7_3,shropshire,1,triviaqa,,1,1,1,1
q_bff7ff01@rerun_24h,q_bff7ff01,rerun_24h,In which country would you find budgerigars in their natural habitat?,1,p_q_bff7ff01_1,australia,1,triviaqa,,1,1,1,1
q_c06a0019@rerun_24h,q_c06a0019,rerun_24h,What is the full name of the person currently serving as the Member of the Legislative Assembly for Peace River?,1,p_q_c06a0019_3,dan williams,1,temporal_align_qa,2023,2,2,1,1
q_c06f1aba@rerun_24h,q_c06f1aba,rerun_24h,Who is the current sideline reporter for the Cleveland Browns radio broadcast?,1,p_q_c06f1aba_3,je'rod cherry,1,temporal_align_qa,2023,1,1,1,1
q_c0c0cc7f@rerun_24h,q_c0c0cc7f,rerun_24h,What television series is Kevin Eldon a part of?,1,p_q_c0c0cc7f_0,danger mouse,1,temporal_align_qa,2023,1,1,1,1
q_c1695ecb@rerun_24h,q_c1695ecb,rerun_24h,Who were the Celtic-speaking peoples living in France and Belgium during Roman times?,1,p_q_c1695ecb_0,gauls,1,triviaqa,,1,1,1,1
q_c1c6c0b6@rerun_1h,q_c1c6c0b6,rerun_1h,Who was the trainer of the winning horse in the most recent Tenno Sho Autumn?,1,q_c1c6c0b6,tetsuya kimura,1,temporal_align_qa,2023,2,2,1,1
