query_id,audits,audit_rows,is_paraphrase,base_query_id,base_query,paraphrase_text,incoming_query,gold,gold_answer_c2,gold_matches_c2,n_aliases,gold_source,gold_year,gold_note,provenance_note,freshness_class,t,snapshot_round,n_url_slots,n_distinct_urls,n_snapshots_available,snapshot_complete
p_q_424c03e3_2,heldout_400,1,1,q_424c03e3,Who was Craig Lowndes' co-driver in the last race he participated in the Bathurst 1000?,"In the past Bathurst 1000 race, which driver joined Craig Lowndes for all to pass?","In the past Bathurst 1000 race, which driver joined Craig Lowndes for all to pass?",Zane Goddard,Zane Goddard,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,469866.60117022484,rerun_24h,1,1,1,1
p_q_63a44892_2,heldout_400,1,1,q_63a44892,Which team won the Estonian Supercup?,Who came out on top in the Estonian Supercup?,Who came out on top in the Estonian Supercup?,Paide,Paide,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,501635.42739438487,rerun_24h,1,1,1,1
p_q_e63f6e9e_3,heldout_400,1,1,q_e63f6e9e,Which football club won the KNVB Women's Cup most recently?,What football team have they lifted the KNVB Women's Cup recently?,What football team have they lifted the KNVB Women's Cup recently?,FC Twente,FC Twente,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,558552.9511243333,rerun_24h,1,1,1,1
p_q_ffc74be2_1,heldout_400,1,1,q_ffc74be2,Who is the current Director of the Indian Association for the Cultivation of Science?,Who is responsible for heading the Indian Association for the Cultivation of Science?,Who is responsible for heading the Indian Association for the Cultivation of Science?,Ranjan Sen,Ranjan Sen,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,501394.50498159736,rerun_24h,1,1,1,1
p_q_8bfaeff4_2,heldout_400,1,1,q_8bfaeff4,Which areas are currently included in California's 48th congressional district?,Currently which are the parts in California's 48th congressional district?,Currently which are the parts in California's 48th congressional district?,2023–present: 300px Central and eastern portions of San Diego county,2023–present: 300px Central and eastern portions of San Diego county,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,511662.67123808106,rerun_24h,1,1,1,1
p_q_b6e5a108_0,heldout_400,1,1,q_b6e5a108,Which school won the NSW Union of Ex-Oarswomen Rose Evans trophy?,Specifically which school received and was the recipient of members winning NSW Union Of Ex-Oarswomen Rose Evans trophy?,Specifically which school received and was the recipient of members winning NSW Union Of Ex-Oarswomen Rose Evans trophy?,St Catherine's,St Catherine's,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,372976.23375646584,rerun_24h,2,2,2,1
p_q_2053c0d3_3,heldout_400,1,1,q_2053c0d3,Who is the current Professional Referee of the Year in Belgian professional football?,Who is the current professional football referee and Professional refereed team leader in Belgian Prof?,Who is the current professional football referee and Professional refereed team leader in Belgian Prof?,Jonathan Lardot,Jonathan Lardot,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,117872.8669263116,rerun_24h,1,1,1,1
p_q_25a74024_0,heldout_400,1,1,q_25a74024,Who is one of the current hosts of Vision Australia's Carols by Candlelight?,Who currently presents the new series of Carols for Vision Australia by Candlelight?,Who currently presents the new series of Carols for Vision Australia by Candlelight?,Sarah Abo and David Campbell,Sarah Abo and David Campbell,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,570175.6931547669,rerun_24h,1,1,1,1
p_q_d3e5ec72_3,heldout_400,1,1,q_d3e5ec72,In which city was the most recent Texas State Open played?,What was the last hosting city for the Texas State Open?,What was the last hosting city for the Texas State Open?,Tyler,Tyler,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,397881.68878988584,rerun_24h,2,2,2,1
p_q_02819f41_3,heldout_400,1,1,q_02819f41,"What is the name of the principal currently in office at St Clare's College, Waverley?",Who is the current head of schools at St Clare's College in Waverley and how long has this tenure gone to?,Who is the current head of schools at St Clare's College in Waverley and how long has this tenure gone to?,Ann Freeman,Ann Freeman,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,101112.13871925382,rerun_24h,1,1,1,1
p_q_f1c6af26_3,heldout_400,1,1,q_f1c6af26,What is the name of the tallest building in Bangalore?,Who occupies the top spot as Bangalore's tallest skyscraper?,Who occupies the top spot as Bangalore's tallest skyscraper?,CNTC Presidential Tower,CNTC Presidential Tower,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,294993.9716863204,rerun_24h,2,2,2,1
p_q_8fb47752_2,heldout_400,1,1,q_8fb47752,In what city was the person currently acting as the U.S. speaker of house born?,Which city has the speaker of house now born in America?,Which city has the speaker of house now born in America?,"Gastonia, North Carolina","Gastonia, North Carolina",1,2,freshqa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,565141.9931840678,rerun_24h,3,3,3,1
p_q_7a065d8f_1,heldout_400,1,1,q_7a065d8f,Who are the color commentators for the NBA Finals broadcast on national radio?,Do any recognized color commentators participate in the national broadcast of NBA Finals?,Do any recognized color commentators participate in the national broadcast of NBA Finals?,Doris Burke and P. J. Carlesimo,Doris Burke and P. J. Carlesimo,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,602275.4557691865,rerun_24h,1,1,1,1
p_q_2fafc2f1_0,heldout_400,1,1,q_2fafc2f1,Who is the current head coach of Stade Malherbe Caen?,"The person who is acting as the coach for Stade Malherbe Caen, what are his current position?","The person who is acting as the coach for Stade Malherbe Caen, what are his current position?",Stéphane Moulin,Stéphane Moulin,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,487942.93126256287,rerun_24h,1,1,1,1
p_q_4882dc27_3,heldout_400,1,1,q_4882dc27,Who is the current head coach of the Iceland men's national handball team?,Who is the current manager of Iceland's well-known men' team in handball?,Who is the current manager of Iceland's well-known men' team in handball?,Guðmundur Guðmundsson,Guðmundur Guðmundsson,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,256953.1464030036,rerun_24h,2,2,2,1
p_q_e4dd7c4d_0,heldout_400,1,1,q_e4dd7c4d,What team secured the British Basketball League Trophy?,Which team claimed the British Basketball League Trophy?,Which team claimed the British Basketball League Trophy?,Caledonia Gladiators,Caledonia Gladiators,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,566251.2382412746,rerun_24h,2,2,2,1
p_q_adf4be31_0,heldout_400,1,1,q_adf4be31,Who is the present principal of Ranabima Royal College?,Who is currently heading Ranabima Royal College as an principal?,Who is currently heading Ranabima Royal College as an principal?,Ranjith Rajapaksha,Ranjith Rajapaksha,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,394246.4831869824,rerun_24h,2,2,2,1
p_q_ecea34ae_0,heldout_400,1,1,q_ecea34ae,Which team was the runner-up in the latest North Kerry Senior Football Championship final?,Who claimed the second place in the most recent North Kerry Senior Football Championship final?,Who claimed the second place in the most recent North Kerry Senior Football Championship final?,St. Senan's,St. Senan's,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,572311.8262417212,rerun_24h,1,1,1,1
p_q_0c7e44a5_0,heldout_400,1,1,q_0c7e44a5,Who is the current senator representing the Lagos West Senatorial District?,Can you tell me the name of the current senator from Lagos West Senatorial District?,Can you tell me the name of the current senator from Lagos West Senatorial District?,Oluranti Adebule,Oluranti Adebule,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,461493.76209653076,rerun_24h,2,2,2,1
p_q_37fa4f89_0,heldout_400,1,1,q_37fa4f89,Who is currently serving as the Attorney General of Texas?,Who holds the position of Attorney General in Texas at presently?,Who holds the position of Attorney General in Texas at presently?,Angela Colmenero Interim,Angela Colmenero Interim,1,3,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,358373.9938408745,rerun_24h,2,2,2,1
p_q_8892bc4b_2,heldout_400,1,1,q_8892bc4b,Where was the BBL Trophy Final most recently held?,Where did the BBL Trophy Final occur most recently?,Where did the BBL Trophy Final occur most recently?,Glasgow,Glasgow,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,96082.1208451516,rerun_24h,2,2,2,1
p_q_7be67437_0,heldout_400,1,1,q_7be67437,Who is the current kit manufacturer for Trabzonspor?,What company is presently in charge of producing the Trabzonspor kit?,What company is presently in charge of producing the Trabzonspor kit?,Macron,Macron,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,292842.2279994277,rerun_24h,2,2,2,1
p_q_36e2eae5_2,heldout_400,1,1,q_36e2eae5,Who is currently serving as the U.S. Representative for Maine's 2nd congressional district?,Who currently holds the 2nd congressional district in Maine's U.S. Representative position?,Who currently holds the 2nd congressional district in Maine's U.S. Representative position?,Jared Golden,Jared Golden,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,166102.0486829948,rerun_24h,1,1,1,1
p_q_3cae62d9_1,heldout_400,1,1,q_3cae62d9,Who is the current representative for Calgary-Shaw in the Legislative Assembly?,Who represents Calgary-Shaw in the Legislative Assembly at present?,Who represents Calgary-Shaw in the Legislative Assembly at present?,Rebecca Schulz,Rebecca Schulz,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,485474.95883466944,rerun_24h,2,2,2,1
p_q_baf11e36_2,heldout_400,1,1,q_baf11e36,Which party does the current second deputy speaker of the Parliament of Finland represent?,With which political party is the second deputy speaker of Finland's Parliament in position?,With which political party is the second deputy speaker of Finland's Parliament in position?,Finns Party,Finns Party,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,177493.8444985734,rerun_24h,2,2,2,1
p_q_2e0c6ace_2,heldout_400,1,1,q_2e0c6ace,Who is currently serving as the Secretary of the Pennsylvania Department of Health?,Who currently holds the position of Secretary in the Pennsylvania Department of Health?,Who currently holds the position of Secretary in the Pennsylvania Department of Health?,Denise Johnson,Denise Johnson,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,257322.40843614284,rerun_24h,2,2,2,1
p_q_593f6d73_3,heldout_400,1,1,q_593f6d73,What is the name of the school that came in eighth in the South Australian Head of the River race?,What is the identity of the school that secured the eighth position in the South Australian Head Of The River race?,What is the identity of the school that secured the eighth position in the South Australian Head Of The River race?,Adelaide HS,Adelaide HS,1,1,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,473437.1293438929,rerun_24h,2,2,2,1
p_q_dd9fd589_2,heldout_400,1,1,q_dd9fd589,How many tornadoes were classified as F3/EF3?,How many tornados met classification F3/EF3?,How many tornados met classification F3/EF3?,"≥ 2,701","≥ 2,701",1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,594536.7862697233,rerun_24h,2,2,2,1
p_q_69f7cd76_3,heldout_400,1,1,q_69f7cd76,Who is the current representative of Michigan's 7th congressional district?,Which politician currently serves in Michigan's 7th congressional district?,Which politician currently serves in Michigan's 7th congressional district?,100px Elissa Slotkin,100px Elissa Slotkin,1,2,temporal_align_qa,2023,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,SLOW,385798.2209805978,rerun_24h,2,2,1,0
q_efe174f0,heldout_400,1,0,q_efe174f0,What is the cabinet number currently in office in Turkey?,,What is the cabinet number currently in office in Turkey?,66,66,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,290083.2923667088,rerun_24h,2,2,2,1
q_14993a2f,heldout_400,1,0,q_14993a2f,Who is the current Formula One World Drivers' Champion?,,Who is the current Formula One World Drivers' Champion?,Max Verstappen,Max Verstappen,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,116411.92444582333,rerun_24h,2,2,2,1
q_7c0a6cba,heldout_400,1,0,q_7c0a6cba,Who is the current representative for Michigan's 8th congressional district?,,Who is the current representative for Michigan's 8th congressional district?,100px Elissa Slotkin,100px Elissa Slotkin,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,49304.589953968905,rerun_12h,2,2,1,0
q_63a44892,heldout_400,1,0,q_63a44892,Which team won the Estonian Supercup?,,Which team won the Estonian Supercup?,Paide,Paide,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,198609.86309979128,rerun_24h,1,1,1,1
q_cad562c6,heldout_400,1,0,q_cad562c6,Which network broadcasts the NBA Finals?,,Which network broadcasts the NBA Finals?,ESPN Deportes,ESPN Deportes,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,389.1909473071013,run_00,2,2,2,1
q_617ac749,heldout_400,1,0,q_617ac749,Who is the current Dean of the Virginia Tech College of Architecture and Urban Studies?,,Who is the current Dean of the Virginia Tech College of Architecture and Urban Studies?,Rosemary Blieszner,Rosemary Blieszner,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,19511.879670386967,rerun_1h,2,2,2,1
q_91fe9bbc,heldout_400,1,0,q_91fe9bbc,Who is the current head coach of the Philadelphia Eagles?,,Who is the current head coach of the Philadelphia Eagles?,Nick Sirianni,Nick Sirianni,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,149080.39519143195,rerun_24h,1,1,1,1
q_3ee7411d,heldout_400,1,0,q_3ee7411d,Who is the current bench coach for the St. Louis Cardinals?,,Who is the current bench coach for the St. Louis Cardinals?,Joe McEwing,Joe McEwing,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,198807.91918422576,rerun_24h,1,1,1,1
q_a8f577f5,heldout_400,1,0,q_a8f577f5,Where was the most recent Grammy Awards ceremony held?,,Where was the most recent Grammy Awards ceremony held?,Crypto.com Arena,Crypto.com Arena,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,298978.7509560862,rerun_24h,1,1,1,1
q_6aed1558,heldout_400,1,0,q_6aed1558,What is the name of the person holding the presidency at Purdue University?,,What is the name of the person holding the presidency at Purdue University?,Mung Chiang,Mung Chiang,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,45400.407875800454,rerun_12h,1,1,1,1
q_a1c19e16,heldout_400,1,0,q_a1c19e16,Who currently represents California's 9th congressional district?,,Who currently represents California's 9th congressional district?,100px Josh Harder,100px Josh Harder,1,2,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,96359.6525092699,rerun_24h,1,1,1,1
q_cc86e7a2,heldout_400,1,0,q_cc86e7a2,"Who directed the latest theater production of ""Piège pour un homme seul""?",,"Who directed the latest theater production of ""Piège pour un homme seul""?",Michel Fau,Michel Fau,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,39158.2891745176,rerun_1h,1,1,1,1
q_f93213af,heldout_400,1,0,q_f93213af,What racing series is Sébastien Loeb currently participating in?,,What racing series is Sébastien Loeb currently participating in?,Dakar Rally,Dakar Rally,1,6,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,88322.42149963332,rerun_24h,1,1,1,1
q_7dd95f30,heldout_400,1,0,q_7dd95f30,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,,Who hosted BBC Scotland's most recent Hogmanay celebration broadcast?,Edith Bowman Amy Irons,Edith Bowman Amy Irons,1,1,temporal_align_qa,2023,latest annotated year in the answer dictionary,latest annotated year in the answer dictionary,SLOW,34107.574544022806,rerun_1h,1,1,1,1
p_q_9432e97c_0,heldout_400,1,1,q_9432e97c,"Whose likeness did Republicans propose putting on the dime, in 2003?",Who was the closest friend that Republicans raised in 2003?,Who was the closest friend that Republicans raised in 2003?,Ronald Reagan's,Ronald Reagan's,1,2,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,366881.55667303776,rerun_24h,2,2,2,1
p_q_fd2b644e_0,heldout_400,1,1,q_fd2b644e,"Batting, Cornerstones, Sashing and Layer Cake are all terms used in which handicraft?","Batting, Cornerstones, Sashing and Layer Cake are all related terms used in popular history to describe building activities.","Batting, Cornerstones, Sashing and Layer Cake are all related terms used in popular history to describe building activities.",Quilting,Quilting,1,9,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,402220.3150306534,rerun_24h,2,2,2,1
p_q_008dbbf5_1,heldout_400,1,1,q_008dbbf5,"The cyclepath/footpath in Devon which follows the Rivers Taw and Torridge is named after which eponymous persecuted animal in the 1926 book by Henry Williamson, made into a film in 1979?","Determine the name of the animal that was targeted by London's Rivers Taw in Henry Williamson'Stormy Cat series? Also, note down The Ballston Road is located on England House.","Determine the name of the animal that was targeted by London's Rivers Taw in Henry Williamson'Stormy Cat series? Also, note down The Ballston Road is located on England House.",TARKA THE OTTER,TARKA THE OTTER,1,4,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,355085.38499079004,rerun_24h,1,1,1,1
p_q_cff65f30_2,heldout_400,1,1,q_cff65f30,The babirusa is a wild variety of which domesticated animal?,"What carnivorous creature is commonly referred to as the ""babirusa,"" specifically known as this one?","What carnivorous creature is commonly referred to as the ""babirusa,"" specifically known as this one?",Pig,Pig,1,9,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,524215.5198547585,rerun_24h,2,2,2,1
p_q_fc47ce8e_3,heldout_400,1,1,q_fc47ce8e,On what date did the Berlin Wall fall?,Do you know when the building of Berlin was destroyed?,Do you know when the building of Berlin was destroyed?,"Nov 9, 1989","Nov 9, 1989",1,10,freshqa,before 2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,597507.7742821656,rerun_24h,2,1,1,1
p_q_b6529205_3,heldout_400,1,1,q_b6529205,"Bort or boart refers to waste/inferior what, used for industrial purposes?",What is the related international occupational term for wasted substance?,What is the related international occupational term for wasted substance?,Diamonds,Diamonds,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,448932.140625498,rerun_24h,1,1,1,1
p_q_8f04e897_0,heldout_400,1,1,q_8f04e897,In cricket what score is known as 'Nelson'?,What value of dismissal do you give to a ball in the game of cricket?,What value of dismissal do you give to a ball in the game of cricket?,111,111,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,496379.52679042536,rerun_24h,1,1,1,1
p_q_9ffc1ed9_0,heldout_400,1,1,q_9ffc1ed9,"""The opening sequence of the film """"Airplane"""" (also entitled """"Flying High"""") is a parody of which film?""","""The title of the film (title) called its opening scene a parody?"" Related Responses: Where did all these scenes come together on one page, just in case. Besides this movie (by Disney Universal fame), it might make some good standalone extracts because we're supposed to be films from 80 Quirky Parties.""","""The title of the film (title) called its opening scene a parody?"" Related Responses: Where did all these scenes come together on one page, just in case. Besides this movie (by Disney Universal fame), it might make some good standalone extracts because we're supposed to be films from 80 Quirky Parties.""",Jaws,Jaws,1,5,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,566083.1790961351,rerun_24h,2,2,2,1
p_q_6e543930_1,heldout_400,1,1,q_6e543930,The land of Azeroth features in which video game?,Where can we find a simulation of world building in The Land of Azeroth game development?,Where can we find a simulation of world building in The Land of Azeroth game development?,Warcraft,Warcraft,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,507395.6436816779,rerun_24h,2,2,2,1
p_q_f618e806_2,heldout_400,1,1,q_f618e806,In which US city is the National Air and Space Museum?,"What is the designated area of the National Air and Space Museum in Los Angeles, California?","What is the designated area of the National Air and Space Museum in Los Angeles, California?",Washington,Washington,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,160457.61238088313,rerun_24h,1,1,1,1
p_q_c9965b56_2,heldout_400,1,1,q_c9965b56,"During the 1900s, Olivetti, Olympia, Underwood, Smith Corona, and Remington were famous makers of?","I'm curious to know who made famous chairs from Olivetti, Olympia and the six Arms established in Italy starting in the 1900.","I'm curious to know who made famous chairs from Olivetti, Olympia and the six Arms established in Italy starting in the 1900.",Typewriters,Typewriters,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,416274.3807406493,rerun_24h,1,1,1,1
p_q_35e41392_1,heldout_400,1,1,q_35e41392,"Which constellation, that lies between Cancer and Virgo, contains the stars called Regulus, Denebola, Regulus, Wolf 359, Gliese 436, and Algieba?","Which constellation has stars including the Aztec Aphoris, Asheroes, Radius and Argentores; Regulus, Denebola; Wolf, Geishinia, Galaxie, Bengalium, Freud, Algieba?","Which constellation has stars including the Aztec Aphoris, Asheroes, Radius and Argentores; Regulus, Denebola; Wolf, Geishinia, Galaxie, Bengalium, Freud, Algieba?",Leo,Leo,1,5,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,601614.4633585649,rerun_24h,1,1,1,1
p_q_83e37c6e_2,heldout_400,1,1,q_83e37c6e,"""""""The quality of mercy is not strained, It droppeth as the gentle rain from heaven"""" is spoken by which Shakespearean character?""","In which Shakespeare play does the line, ""Let there be no contrived obstructed light,"" speak with which strand of mercy only chill like ""trembling on water ... Tucumlum""?","In which Shakespeare play does the line, ""Let there be no contrived obstructed light,"" speak with which strand of mercy only chill like ""trembling on water ... Tucumlum""?","""Portia in """"The Merchant of Venice""""""","""Portia in """"The Merchant of Venice""""""",1,2,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,380413.91956445045,rerun_24h,2,2,2,1
p_q_9f07f1e2_3,heldout_400,1,1,q_9f07f1e2,'Red Lion' was for may years accepted as the most popular pubname in Great Britain. What pub name has now succeeded this?,"During the 50s, Red Lion and the Greyhound were followed by Yellow London before Everton. Which pub is considered to have been more popular?","During the 50s, Red Lion and the Greyhound were followed by Yellow London before Everton. Which pub is considered to have been more popular?",'THE CROWN','THE CROWN',1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,596843.9434420986,rerun_24h,1,1,1,1
p_q_3a68f125_0,heldout_400,1,1,q_3a68f125,Which official knocks three times on the doors to the chamber of the House of Commons at the state opening of a British parliament?,"In public viewings, which government spokesperson challenges the topic by knocking on three chances when the House of Commons is opened?","In public viewings, which government spokesperson challenges the topic by knocking on three chances when the House of Commons is opened?",Black Rod,Black Rod,1,10,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,462917.7681490722,rerun_24h,2,2,2,1
p_q_2ba29c4f_0,heldout_400,1,1,q_2ba29c4f,Who was the US Attorney General to J F Kennedy?,Who was the personal assistant to J F Kennedy as her legal representative in Washington D.C.?,Who was the personal assistant to J F Kennedy as her legal representative in Washington D.C.?,Robert Kennedy,Robert Kennedy,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,431966.8237109267,rerun_24h,1,1,1,1
p_q_3122ceda_0,heldout_400,1,1,q_3122ceda,"According to the Bible, what are three theological virtues?",Provide the Bible's advice on three positive aspects pertaining to theology.,Provide the Bible's advice on three positive aspects pertaining to theology.,"Faith, Hope and Charity","Faith, Hope and Charity",1,7,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,328680.49441483873,rerun_24h,1,1,1,1
p_q_2db8b371_3,heldout_400,1,1,q_2db8b371,Which year saw the dissolution of the Soviet Union?,When was Soviet Union to collapse?,When was Soviet Union to collapse?,1991,1991,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,385853.927939879,rerun_24h,1,1,1,1
p_q_8ea4bd29_2,heldout_400,1,1,q_8ea4bd29,In which country is the Great Sandy Desert,"Have you ever mapped out the Great Sandy Desert, and where in terms of geography it is situated?","Have you ever mapped out the Great Sandy Desert, and where in terms of geography it is situated?",Australia,Australia,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,423319.19773881824,rerun_24h,1,1,1,1
p_q_a867a828_1,heldout_400,1,1,q_a867a828,How many points would you get for the word Scrabble in a game of Scrabble?,What is the rating system for a word used in Scrabble during scrubbing?,What is the rating system for a word used in Scrabble during scrubbing?,14,14,1,3,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,257022.3688502587,rerun_24h,2,2,2,1
p_q_86cdf888_2,heldout_400,1,1,q_86cdf888,What is the SI unit of temperature?,Which is the central heating unit in Standard Industrial Unit (SI)?,Which is the central heating unit in Standard Industrial Unit (SI)?,The Kelvin,The Kelvin,1,12,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,508072.03222522093,rerun_24h,1,1,1,1
p_q_4efb2d83_3,heldout_400,1,1,q_4efb2d83,"What name was given to Colleen LaRose, who was accused of conspiring with fighters overseas and pledging to commit murder in the name of a Muslim holy war, and pleaded not guilty in court in Philadelphia in March 2010?","What was the name of Colleen LaRose, known to her mother and sister for supposedly agreeing to participate in a proxy war with international fighters and offering fatalities in it in the interest of US citizens involved in Mahomet's holy War?","What was the name of Colleen LaRose, known to her mother and sister for supposedly agreeing to participate in a proxy war with international fighters and offering fatalities in it in the interest of US citizens involved in Mahomet's holy War?",Jihad Jane,Jihad Jane,1,12,triviaqa,,propagated from verified-faithful paraphrase,,TIMELESS,280551.0605328793,rerun_24h,2,2,2,1
p_q_5cb9d6ad_2,heldout_400,1,1,q_5cb9d6ad,"""Who played the title role in Woody Allen's film """"Annie Hall""""?""","Whose appearance was made in Woody Allen's 1902 picture ""Annie Hall"" and how did they achieve that recognition?","Whose appearance was made in Woody Allen's 1902 picture ""Annie Hall"" and how did they achieve that recognition?",Diane Keaton,Diane Keaton,1,6,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,107004.79085590786,rerun_24h,2,2,2,1
p_q_bbdfff0f_2,heldout_400,1,1,q_bbdfff0f,What was the first operational image taken by the James Webb Space Telescope?,What was the primary working representation captured by the James Webb Space Telescope?,What was the primary working representation captured by the James Webb Space Telescope?,Webb's First Deep Field,Webb's First Deep Field,1,1,freshqa,2022,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,338190.5068809513,rerun_24h,3,3,3,1
p_q_90cb856a_3,heldout_400,1,1,q_90cb856a,Which Cornish cheese uses nettles as an ingredient?,Do you know of any Swiss cheese made using nettles?,Do you know of any Swiss cheese made using nettles?,Yarg,Yarg,1,4,triviaqa,,propagated from verified-faithful paraphrase,propagated from verified-faithful paraphrase,TIMELESS,400301.2107175805,rerun_24h,2,2,2,1
